source_combo_index,source_accuracy,replicate,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
61,1.0,9,0.0,none,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
62,1.0,0,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,1,0.0,none,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
62,1.0,2,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,3,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,4,0.0,none,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
62,1.0,5,0.0,none,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
62,1.0,6,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,7,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,8,0.0,none,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
62,1.0,9,0.0,none,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
63,1.0,0,0.0,none,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
63,1.0,1,0.0,none,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
63,1.0,2,0.0,none,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
63,1.0,3,0.0,none,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
63,1.0,4,0.0,none,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
63,1.0,5,0.0,none,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
63,1.0,6,0.0,none,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
63,1.0,7,0.0,none,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
63,1.0,8,0.0,none,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
63,1.0,9,0.0,none,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
64,1.0,0,0.0,none,0.8,0.6,-16.0,-1,CCW,CW,CW,0,
64,1.0,1,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,2,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,3,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,4,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,5,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,6,0.0,none,0.8,0.6,-16.0,-1,CCW,CCW,CCW,1,
64,1.0,7,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,8,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
64,1.0,9,0.0,none,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
65,1.0,0,0.0,none,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
65,1.0,1,0.0,none,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
65,1.0,2,0.0,none,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
65,1.0,3,0.0,none,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
65,1.0,4,0.0,none,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
65,1.0,5,0.0,none,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
65,1.0,6,0.0,none,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
65,1.0,7,0.0,none,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
65,1.0,8,0.0,none,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
65,1.0,9,0.0,none,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
66,1.0,0,0.0,none,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
66,1.0,1,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
66,1.0,2,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
66,1.0,3,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
66,1.0,4,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
66,1.0,5,0.0,none,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
66,1.0,6,0.0,none,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
66,1.0,7,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
66,1.0,8,0.0,none,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
66,1.0,9,0.0,none,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
67,1.0,0,0.0,none,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
67,1.0,1,0.0,none,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
67,1.0,2,0.0,none,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
67,1.0,3,0.0,none,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
67,1.0,4,0.0,none,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
67,1.0,5,0.0,none,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
67,1.0,6,0.0,none,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
67,1.0,7,0.0,none,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
67,1.0,8,0.0,none,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
67,1.0,9,0.0,none,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
68,1.0,0,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,1,0.0,none,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
68,1.0,2,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,3,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,4,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,5,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,6,0.0,none,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
68,1.0,7,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,8,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
68,1.0,9,0.0,none,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,0,0.0,none,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
69,1.0,1,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,2,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,3,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,4,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,5,0.0,none,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
69,1.0,6,0.0,none,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
69,1.0,7,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,8,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
69,1.0,9,0.0,none,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
70,1.0,0,0.0,none,1.6,1.0,6.0,1,CW,CW,CW,1,
70,1.0,1,0.0,none,1.6,1.0,6.0,1,CW,CCW,CCW,0,
70,1.0,2,0.0,none,1.6,1.0,6.0,1,CW,CCW,CCW,0,
70,1.0,3,0.0,none,1.6,1.0,6.0,1,CW,CW,CW,1,
70,1.0,4,0.0,none,1.6,1.0,6.0,-1,CW,CW,CW,1,
70,1.0,5,0.0,none,1.6,1.0,6.0,1,CW,CCW,CCW,0,
70,1.0,6,0.0,none,1.6,1.0,6.0,1,CW,CCW,CCW,0,
70,1.0,7,0.0,none,1.6,1.0,6.0,-1,CW,CW,CW,1,
70,1.0,8,0.0,none,1.6,1.0,6.0,1,CW,CCW,CCW,0,
70,1.0,9,0.0,none,1.6,1.0,6.0,1,CW,CW,CW,1,
71,1.0,0,50.0,high,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
71,1.0,1,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
71,1.0,2,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
71,1.0,3,50.0,high,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
71,1.0,4,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
71,1.0,5,50.0,high,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
71,1.0,6,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
71,1.0,7,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
71,1.0,8,50.0,high,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
71,1.0,9,50.0,high,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
72,1.0,0,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
72,1.0,1,50.0,high,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
72,1.0,2,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
72,1.0,3,50.0,high,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
72,1.0,4,50.0,high,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
72,1.0,5,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
72,1.0,6,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
72,1.0,7,50.0,high,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
72,1.0,8,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
72,1.0,9,50.0,high,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
73,1.0,0,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,1,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,2,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,3,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,4,50.0,high,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
73,1.0,5,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,6,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,7,50.0,high,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
73,1.0,8,50.0,high,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
73,1.0,9,50.0,high,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
74,1.0,0,50.0,high,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
74,1.0,1,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,2,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,3,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,4,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,5,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,6,50.0,high,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
74,1.0,7,50.0,high,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
74,1.0,8,50.0,high,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
74,1.0,9,50.0,high,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
75,1.0,0,50.0,high,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
75,1.0,1,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,2,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,3,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,4,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,5,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,6,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,7,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
75,1.0,8,50.0,high,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
75,1.0,9,50.0,high,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
76,1.0,0,50.0,high,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
76,1.0,1,50.0,high,0.4,1.0,-16.0,1,CCW,CW,CW,0,
76,1.0,2,50.0,high,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
76,1.0,3,50.0,high,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
76,1.0,4,50.0,high,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
76,1.0,5,50.0,high,0.4,1.0,-16.0,1,CCW,CW,CW,0,
76,1.0,6,50.0,high,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
76,1.0,7,50.0,high,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
76,1.0,8,50.0,high,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
76,1.0,9,50.0,high,0.4,1.0,-16.0,1,CCW,CW,CW,0,
77,1.0,0,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,1,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,2,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,3,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,4,50.0,high,0.8,0.6,-16.0,-1,CCW,CCW,CCW,1,
77,1.0,5,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,6,50.0,high,0.8,0.6,-16.0,-1,CCW,CCW,CCW,1,
77,1.0,7,50.0,high,0.8,0.6,-16.0,1,CCW,CCW,CCW,1,
77,1.0,8,50.0,high,0.8,0.6,-16.0,-1,CCW,CCW,CCW,1,
77,1.0,9,50.0,high,0.8,0.6,-16.0,-1,CCW,CCW,CCW,1,
78,1.0,0,50.0,high,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
78,1.0,1,50.0,high,0.8,0.6,-6.0,1,CCW,CW,CW,0,
78,1.0,2,50.0,high,0.8,0.6,-6.0,-1,CCW,CW,CW,0,
78,1.0,3,50.0,high,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
78,1.0,4,50.0,high,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
78,1.0,5,50.0,high,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
78,1.0,6,50.0,high,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
78,1.0,7,50.0,high,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
78,1.0,8,50.0,high,0.8,0.6,-6.0,1,CCW,CW,CW,0,
78,1.0,9,50.0,high,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
79,1.0,0,50.0,high,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
79,1.0,1,50.0,high,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
79,1.0,2,50.0,high,0.8,0.8,-45.0,1,CCW,CW,CW,0,
79,1.0,3,50.0,high,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
79,1.0,4,50.0,high,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
79,1.0,5,50.0,high,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
79,1.0,6,50.0,high,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
79,1.0,7,50.0,high,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
79,1.0,8,50.0,high,0.8,0.8,-45.0,1,CCW,CW,CW,0,
79,1.0,9,50.0,high,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
80,1.0,0,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,1,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,2,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,3,50.0,high,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
80,1.0,4,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,5,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,6,50.0,high,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
80,1.0,7,50.0,high,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
80,1.0,8,50.0,high,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
80,1.0,9,50.0,high,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
81,1.0,0,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,1,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,2,50.0,high,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
81,1.0,3,50.0,high,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
81,1.0,4,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,5,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,6,50.0,high,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
81,1.0,7,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,8,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
81,1.0,9,50.0,high,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
82,1.0,0,50.0,high,0.8,1.0,-45.0,1,CCW,CW,CW,0,
82,1.0,1,50.0,high,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
82,1.0,2,50.0,high,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
82,1.0,3,50.0,high,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
82,1.0,4,50.0,high,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
82,1.0,5,50.0,high,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
82,1.0,6,50.0,high,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
82,1.0,7,50.0,high,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
82,1.0,8,50.0,high,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
82,1.0,9,50.0,high,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
83,1.0,0,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,1,50.0,high,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
83,1.0,2,50.0,high,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
83,1.0,3,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,4,50.0,high,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
83,1.0,5,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,6,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,7,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,8,50.0,high,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
83,1.0,9,50.0,high,1.6,0.6,-16.0,1,CCW,CW,CW,0,
84,1.0,0,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
84,1.0,1,50.0,high,1.6,0.6,-6.0,1,CCW,CCW,CCW,1,
84,1.0,2,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
84,1.0,3,50.0,high,1.6,0.6,-6.0,1,CCW,CCW,CCW,1,
84,1.0,4,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
84,1.0,5,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
84,1.0,6,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
84,1.0,7,50.0,high,1.6,0.6,-6.0,1,CCW,CCW,CCW,1,
84,1.0,8,50.0,high,1.6,0.6,-6.0,1,CCW,CCW,CCW,1,
84,1.0,9,50.0,high,1.6,0.6,-6.0,-1,CCW,CCW,CCW,1,
85,1.0,0,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
85,1.0,1,50.0,high,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
85,1.0,2,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
85,1.0,3,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
85,1.0,4,50.0,high,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
85,1.0,5,50.0,high,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
85,1.0,6,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
85,1.0,7,50.0,high,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
85,1.0,8,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
85,1.0,9,50.0,high,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
86,1.0,0,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,1,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,2,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,3,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,4,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,5,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,6,50.0,high,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
86,1.0,7,50.0,high,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
86,1.0,8,50.0,high,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
86,1.0,9,50.0,high,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
87,1.0,0,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,1,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,2,50.0,high,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
87,1.0,3,50.0,high,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
87,1.0,4,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,5,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,6,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,7,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,8,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
87,1.0,9,50.0,high,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
88,1.0,0,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,1,50.0,high,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
88,1.0,2,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,3,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,4,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,5,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,6,50.0,high,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
88,1.0,7,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
88,1.0,8,50.0,high,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
88,1.0,9,50.0,high,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
89,1.0,0,50.0,high,1.6,1.0,-6.0,1,CCW,CCW,CCW,1,
89,1.0,1,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,2,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,3,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,4,50.0,high,1.6,1.0,-6.0,1,CCW,CCW,CCW,1,
89,1.0,5,50.0,high,1.6,1.0,-6.0,1,CCW,CCW,CCW,1,
89,1.0,6,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,7,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,8,50.0,high,1.6,1.0,-6.0,-1,CCW,CCW,CCW,1,
89,1.0,9,50.0,high,1.6,1.0,-6.0,1,CCW,CCW,CCW,1,
90,1.0,0,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,1,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,2,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,3,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,4,50.0,low,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
90,1.0,5,50.0,low,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
90,1.0,6,50.0,low,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
90,1.0,7,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,8,50.0,low,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
90,1.0,9,50.0,low,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
91,1.0,0,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,1,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,2,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,3,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,4,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,5,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,6,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,7,50.0,low,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
91,1.0,8,50.0,low,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
91,1.0,9,50.0,low,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
92,1.0,0,50.0,low,0.4,0.6,-6.0,1,CCW,CW,CW,0,
92,1.0,1,50.0,low,0.4,0.6,-6.0,1,CCW,CCW,CCW,1,
92,1.0,2,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
92,1.0,3,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
92,1.0,4,50.0,low,0.4,0.6,-6.0,1,CCW,CCW,CCW,1,
92,1.0,5,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
92,1.0,6,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
92,1.0,7,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
92,1.0,8,50.0,low,0.4,0.6,-6.0,1,CCW,CW,CW,0,
92,1.0,9,50.0,low,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
93,1.0,0,50.0,low,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
93,1.0,1,50.0,low,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
